"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"37883",4,7,2,3,0.666666666666667,0.571428571428571,1,1,2,4,0,0,2,3,0,0.666666666666667
"37884",11,11,7,6,0.444444444444444,1,2,2,5,4,1,1,5,4,1,0.5
"37885",10,10,5,5,0.25,1,1,1,4,4,0,0,4,4,0,0.142857142857143
"37886",13,13,8,8,0.777777777777778,1,2,2,5,5,1,1,5,5,1,0.666666666666667
"37887",16,14,8,6,0.272727272727273,0.875,2,4,7,5,1,2,6,4,0,0.428571428571429
"37888",9,9,5,4,0.5,1,1,1,3,4,0,0,3,3,0,0.2
"37889",9,9,4,4,0.6,1,4,4,1,1,2,2,1,1,1,1
"37890",7,6,4,4,0.6,0.857142857142857,2,2,2,2,1,1,2,2,1,1
"37891",5,8,4,4,0.333333333333333,0.625,1,1,3,3,1,1,2,2,0,0.333333333333333
"37892",5,8,3,3,1,0.625,1,1,4,4,1,0,3,3,0,1
"37893",7,8,3,5,0.333333333333333,0.875,1,1,1,4,0,0,1,3,0,0.333333333333333
"37894",11,12,5,4,0.5,0.916666666666667,2,4,3,3,2,1,2,2,0.5,1
"37895",9,6,4,2,0.5,0.666666666666667,1,2,3,2,1,1,2,1,1,0.5
"37896",9,10,5,5,0.666666666666667,0.9,2,2,4,4,1,1,3,3,1,1
"37897",11,19,4,7,0.375,0.578947368421053,2,5,3,3,1,3,2,3,0.333333333333333,0.666666666666667
"37898",14,15,8,8,0.230769230769231,0.933333333333333,2,1,5,7,1,0,5,7,0,0.2
"37899",7,8,3,3,0.5,0.875,1,1,4,3,0,0,3,3,0,0.5
"37900",10,15,3,4,0.166666666666667,0.666666666666667,4,5,3,3,1,2,2,2,0.5,0
"37901",13,8,6,4,0.666666666666667,0.615384615384615,4,2,4,4,2,1,4,3,0.5,0.75
"37902",11,9,5,5,0.428571428571429,0.818181818181818,2,2,4,4,1,1,3,3,1,0.2
"37903",24,25,8,9,0.307692307692308,0.96,6,8,3,3,4,6,3,3,0.25,0.5
"37904",15,15,8,7,0.0714285714285714,1,1,1,8,4,0,0,7,4,0,0.1
"37905",11,13,7,6,0.0833333333333333,0.846153846153846,1,2,3,4,1,1,2,3,0,0
"37906",15,11,10,6,0.0666666666666667,0.733333333333333,2,2,7,5,1,1,7,5,0,0.0909090909090909
"37907",11,9,3,2,0.666666666666667,0.818181818181818,3,3,3,2,1,1,2,1,1,0.5
"37908",15,17,10,10,0.25,0.882352941176471,3,2,6,5,2,1,5,5,0.5,0.111111111111111
"37909",6,4,3,2,0.25,0.666666666666667,3,3,1,1,1,1,1,1,1,0
"37910",15,11,7,5,0.333333333333333,0.733333333333333,3,2,5,3,3,1,4,3,0.333333333333333,0.4
"37911",9,10,6,5,0.222222222222222,0.9,2,2,3,4,1,1,3,3,0,0.2
"37912",9,11,4,7,0.222222222222222,0.818181818181818,5,2,1,5,3,2,1,4,0,0
"37913",6,6,3,3,0,1,2,1,1,2,1,0,1,2,0,0
"37914",4,13,3,8,0.222222222222222,0.307692307692308,1,3,1,4,0,2,1,4,0,0.25
"37915",9,15,5,8,0.444444444444444,0.6,2,2,3,3,2,2,2,3,1,0.25
"37916",7,8,3,4,0.4,0.875,1,1,1,2,0,0,1,2,0,0
"37917",10,12,5,6,0.1,0.833333333333333,1,4,4,2,0,2,3,2,0,0.25
"37918",6,13,3,5,0,0.461538461538462,1,1,1,5,1,0,1,4,0,0
"37919",14,9,7,5,0.5,0.642857142857143,2,1,4,1,2,1,4,1,0.5,0.25
"37920",3,4,1,1,0,0.75,1,1,1,2,0,0,1,1,0,0
"37921",9,6,3,3,0,0.666666666666667,1,2,4,3,0,1,3,2,0,0
"37922",7,5,5,3,0.333333333333333,0.714285714285714,2,1,3,3,1,0,2,2,0,0.333333333333333
"37923",12,8,8,5,0.181818181818182,0.666666666666667,3,2,7,5,2,1,6,4,0.5,0.111111111111111
"37924",8,7,3,3,1,0.875,2,1,2,2,0,0,1,1,0,1
"37925",14,11,8,6,0.75,0.785714285714286,2,2,5,4,1,1,5,4,1,0.8
"37926",4,7,3,5,0.333333333333333,0.571428571428571,2,3,3,3,1,2,2,2,0.5,0.333333333333333
"37927",6,24,3,10,0.0833333333333333,0.25,2,7,2,3,1,3,2,3,0.333333333333333,0
"37928",12,10,5,4,0.5,0.833333333333333,2,2,2,2,1,1,2,2,0,1
"37929",26,25,16,13,0.260869565217391,0.961538461538462,5,5,8,7,5,3,8,7,0.333333333333333,0.153846153846154
"37930",8,15,2,4,0.2,0.533333333333333,2,3,2,3,1,1,1,2,1,0
"37931",5,8,3,3,0.5,0.625,1,4,3,1,0,1,2,1,0,0.5
"37932",10,11,5,7,0.2,0.909090909090909,4,4,2,3,2,3,2,3,0,0.666666666666667
"37933",7,7,3,4,0.75,1,2,1,2,2,1,1,1,1,1,1
"37934",8,7,3,2,0.666666666666667,0.875,2,2,1,1,1,1,1,1,1,1
"37935",7,13,4,5,0.5,0.538461538461538,2,3,2,2,1,1,2,2,0,1
"37936",6,6,2,2,0.333333333333333,1,4,2,1,1,2,1,1,1,0,0
"37937",8,7,4,3,0.75,0.875,2,1,3,3,1,0,2,2,0,1
"37938",7,6,2,2,0.333333333333333,0.857142857142857,1,1,3,3,0,0,2,2,0,0.333333333333333
"37939",7,17,3,11,0.0769230769230769,0.411764705882353,1,4,3,6,0,4,3,5,0,0.142857142857143
"37940",5,13,3,6,0,0.384615384615385,1,3,1,2,0,3,1,2,0,0
"37941",10,8,4,4,1,0.8,3,2,1,1,1,1,1,1,1,1
"37942",20,14,12,9,0,0.7,4,2,5,7,3,1,5,7,0,0
"37943",9,8,4,4,1,0.888888888888889,1,2,3,3,1,1,2,2,1,1
"37944",10,8,5,5,0.666666666666667,0.8,3,2,2,2,2,2,2,2,1,1
"37945",10,7,6,5,0.375,0.7,1,1,3,3,1,1,2,2,0,1
"37946",10,11,4,4,0.333333333333333,0.909090909090909,1,1,4,5,0,0,3,4,0,0.4
"37947",14,14,9,9,0.8,1,1,1,7,7,0,0,7,7,0,0.75
"37948",32,32,14,15,0.933333333333333,1,4,4,9,9,2,2,9,9,1,1
"37949",21,22,11,11,1,0.954545454545455,5,5,2,2,4,4,2,2,1,1
"37950",14,14,6,5,0.833333333333333,1,2,2,5,5,2,1,4,4,0.5,1
"37951",5,11,4,8,0.0909090909090909,0.454545454545455,1,3,2,4,0,3,2,3,0,0
"37952",16,14,8,5,0,0.875,3,2,5,4,2,1,5,3,0,0
"37953",15,35,11,15,0.181818181818182,0.428571428571429,3,8,7,9,2,5,7,8,0.166666666666667,0.0714285714285714
"37954",18,15,11,7,0.2,0.833333333333333,4,3,6,4,3,2,6,4,0.25,0.25
"37955",23,28,10,16,0.130434782608696,0.821428571428571,4,4,6,9,2,2,6,9,0,0.25
"37956",14,26,8,14,0.222222222222222,0.538461538461538,4,6,3,6,3,4,3,6,0.166666666666667,0.5
"37957",7,6,4,3,0.4,0.857142857142857,1,1,3,3,1,1,2,2,1,0.333333333333333
"37958",17,15,10,10,0.176470588235294,0.882352941176471,1,1,6,6,1,1,5,6,0,0.222222222222222
"37959",11,7,4,3,0.4,0.636363636363636,4,2,1,2,2,1,1,1,0.5,1
"37960",6,6,3,3,0.5,1,1,1,3,2,0,0,2,2,0,0.333333333333333
"37961",11,10,5,7,0.2,0.909090909090909,2,2,3,4,1,1,3,3,0,0.5
"37962",16,15,9,10,0.266666666666667,0.9375,4,2,5,7,2,1,5,7,0,0.5
"37963",13,13,6,6,0.714285714285714,1,2,2,5,5,1,1,4,4,1,0.6
"37964",13,7,6,5,0.222222222222222,0.538461538461538,3,1,4,4,1,1,4,3,0,0.166666666666667
"37965",8,8,4,3,0.75,1,1,1,2,3,0,0,2,2,0,1
"37966",6,8,4,4,0.333333333333333,0.75,2,3,1,1,2,2,1,1,0.333333333333333,0
"37967",7,10,3,4,0.4,0.7,1,3,3,2,0,1,2,2,0,0.333333333333333
"37968",8,8,6,3,0,1,1,1,3,4,1,0,3,3,0,0
"37969",9,11,6,7,0.625,0.818181818181818,2,2,3,5,1,1,3,5,1,0.6
"37970",7,10,4,4,0.6,0.7,1,1,4,3,0,0,3,3,0,1
"37971",8,10,5,6,0.375,0.8,1,1,3,3,0,0,2,2,0,0.333333333333333
"37972",13,12,5,5,0.25,0.923076923076923,2,2,5,4,0,0,4,3,0,0.4
"37973",12,9,6,4,0,0.75,1,1,5,4,1,0,4,3,0,0
"37974",21,18,8,7,0.5,0.857142857142857,4,3,5,5,2,1,5,4,0.5,0.8
"37975",8,8,4,4,1,1,2,3,1,1,2,2,1,1,1,1
"37976",16,19,10,12,0.466666666666667,0.842105263157895,2,2,7,6,1,1,7,6,0,0.625
"37977",19,15,7,7,0.272727272727273,0.789473684210526,5,4,2,3,4,2,2,2,0,0.333333333333333
"37978",9,7,6,5,0.571428571428571,0.777777777777778,1,1,3,3,1,1,3,3,1,1
"37979",9,7,4,4,0.6,0.777777777777778,1,2,1,1,1,2,1,1,0.5,0
"37980",8,6,3,2,0.25,0.75,2,2,2,2,1,1,2,1,0,0.5
"37981",8,10,5,5,0.428571428571429,0.8,2,2,4,5,2,1,3,4,0,0.75
"37982",12,20,7,9,0.230769230769231,0.6,4,6,1,1,3,4,1,1,0.166666666666667,1
"37983",9,11,4,6,0.25,0.818181818181818,1,1,4,4,0,1,3,4,0,0.4
"37984",10,14,6,8,0.272727272727273,0.714285714285714,3,2,3,5,2,1,2,4,0,0.2
"37985",22,27,15,18,0.0645161290322581,0.814814814814815,3,3,11,13,2,2,11,12,0,0.0454545454545455
"37986",24,23,8,8,1,0.958333333333333,4,4,2,2,2,2,2,2,1,1
"37987",7,3,1,1,1,0.428571428571429,2,1,1,1,0,0,1,1,0,1
"37988",7,15,4,6,0.25,0.466666666666667,3,4,2,3,2,2,1,3,0.333333333333333,0
"37989",13,15,7,7,0,0.866666666666667,2,3,3,5,2,2,3,5,0,0.142857142857143
"37990",14,10,8,6,0.272727272727273,0.714285714285714,4,2,3,4,3,1,3,4,0.333333333333333,0.4
"37991",6,3,2,1,0.5,0.5,1,1,3,2,0,0,2,1,0,0.5
"37992",8,6,4,3,0.4,0.75,1,1,2,4,0,0,2,3,0,0.25
"37993",3,4,2,2,1,0.75,1,1,3,2,1,1,2,1,0,0.5
"37994",8,7,3,3,1,0.875,1,1,3,3,0,0,2,2,0,1
"37995",7,11,4,7,0.375,0.636363636363636,1,2,2,4,0,1,2,4,0,0.5
"37996",4,6,2,2,0.333333333333333,0.666666666666667,1,2,3,2,0,0,2,2,0,0.333333333333333
"37997",11,12,8,6,0.166666666666667,0.916666666666667,3,1,4,2,2,0,4,2,0,0.2
"37998",25,6,15,6,0.3125,0.24,6,1,8,3,3,1,7,2,0,0.285714285714286
"37999",8,10,5,6,0.222222222222222,0.8,1,2,5,6,0,0,4,6,0,0.25
"38000",25,16,13,8,0.235294117647059,0.64,4,2,8,4,2,1,7,4,0,0.222222222222222
"38001",9,11,5,6,0.833333333333333,0.818181818181818,1,1,6,7,1,0,5,6,0,0.833333333333333
"38002",6,4,2,2,0.333333333333333,0.666666666666667,2,3,1,1,1,1,1,1,0,1
"38003",8,7,3,3,1,0.875,1,1,3,3,0,0,2,2,0,1
"38004",9,9,5,3,0.333333333333333,1,1,3,3,2,1,2,2,1,0.5,0.5
"38005",9,17,2,10,0,0.529411764705882,2,2,2,6,0,0,2,6,0,0
"38006",21,18,9,8,0.545454545454545,0.857142857142857,6,4,5,4,1,1,4,4,0,0.6
"38007",5,9,3,3,0.2,0.555555555555556,2,4,3,1,1,1,2,1,0,0
"38008",17,13,9,8,0.307692307692308,0.764705882352941,3,4,5,4,2,2,5,4,0.333333333333333,0.5
"38009",9,8,5,5,1,0.888888888888889,1,1,3,3,1,1,3,3,1,1
"38010",4,6,3,4,0.75,0.666666666666667,1,4,4,1,0,2,3,1,0,0.333333333333333
"38011",10,10,5,4,0.285714285714286,1,2,2,5,3,1,1,4,3,0,0.4
"38012",13,12,9,8,0.7,0.923076923076923,1,1,7,6,0,0,7,6,0,0.625
"38013",8,11,4,5,0.8,0.727272727272727,2,3,3,3,1,1,3,3,1,1
"38014",12,11,7,7,1,0.916666666666667,2,2,5,5,1,1,4,4,1,1
"38015",8,10,4,5,0.5,0.8,1,2,3,2,0,1,3,2,0,0.666666666666667
"38016",29,33,17,23,0.212121212121212,0.878787878787879,4,5,9,11,3,4,9,11,0.166666666666667,0.25
"38017",7,14,3,5,0,0.5,1,3,2,4,0,1,2,4,0,0
"38018",9,7,5,3,0.142857142857143,0.777777777777778,2,2,2,2,2,1,1,1,0,1
"38019",18,10,9,7,0.333333333333333,0.555555555555556,2,1,6,2,0,1,5,2,0,0.166666666666667
"38020",10,10,5,5,0.666666666666667,1,2,2,3,3,1,1,2,2,1,1
"38021",9,6,5,3,0.333333333333333,0.666666666666667,1,1,4,2,1,1,3,1,1,0
"38022",8,26,5,13,0.125,0.307692307692308,1,4,4,8,0,2,3,7,0,0.111111111111111
"38023",6,5,1,1,1,0.833333333333333,2,1,1,1,1,1,1,1,1,1
"38024",8,11,6,7,0.444444444444444,0.727272727272727,2,1,2,2,2,1,2,2,0.5,0.333333333333333
"38025",14,12,12,6,0.0588235294117647,0.857142857142857,1,3,7,2,1,2,7,2,0,0.125
"38026",10,10,6,6,0.714285714285714,1,2,1,4,5,1,0,3,4,0,0.75
"38027",7,7,3,3,0.5,1,1,1,3,3,0,0,2,2,0,0.333333333333333
"38028",8,8,4,5,0.285714285714286,1,2,2,4,4,1,1,3,3,0,0.5
"38029",27,28,14,11,0.136363636363636,0.964285714285714,5,8,5,3,4,4,5,3,0.142857142857143,0
"38030",7,11,5,5,0,0.636363636363636,2,1,3,4,1,0,3,4,0,0
"38031",11,8,6,4,0.428571428571429,0.727272727272727,2,1,3,3,2,1,3,2,0.5,0.25
"38032",9,7,3,2,0.666666666666667,0.777777777777778,3,1,1,1,1,0,1,1,0,1
"38033",11,6,6,4,0.428571428571429,0.545454545454545,1,1,4,3,0,0,4,2,0,0.2
"38034",8,10,5,5,0.25,0.8,1,1,3,2,1,1,2,2,1,0.333333333333333
"38035",6,9,3,4,0.4,0.666666666666667,1,1,2,3,0,0,1,2,0,0
"38036",10,9,4,4,0,0.9,2,2,2,1,1,1,2,0,0,0
"38037",6,8,4,4,1,0.75,1,1,5,5,1,0,4,4,0,1
"38038",5,5,3,5,0,1,1,1,2,5,0,1,2,5,0,0
"38039",8,10,3,3,0.5,0.8,2,4,1,1,1,2,1,1,0.5,0
"38040",7,7,4,4,0.6,1,2,2,4,4,1,1,3,3,1,0.5
"38041",13,16,5,7,0.0909090909090909,0.8125,2,3,4,4,2,2,3,3,0,0.2
"38042",9,16,4,9,0,0.5625,1,4,4,4,0,3,4,3,0,0
"38043",7,14,7,9,0.333333333333333,0.5,1,2,4,6,1,2,4,5,0.5,0.5
"38044",7,6,2,2,0.333333333333333,0.857142857142857,1,1,1,1,1,0,1,1,0,1
"38045",6,6,4,4,0.6,1,2,2,2,2,1,1,2,2,0,1
"38046",11,7,4,3,0.166666666666667,0.636363636363636,3,1,2,3,1,0,2,2,0,0
"38047",11,8,6,5,0.571428571428571,0.727272727272727,2,1,4,4,1,0,3,3,0,0.5
"38048",10,8,5,4,0.285714285714286,0.8,1,2,3,3,1,1,3,3,1,0.2
"38049",8,9,7,7,0.272727272727273,0.888888888888889,2,2,3,3,2,2,2,3,0,0.25
"38050",7,11,3,5,0.333333333333333,0.636363636363636,1,2,2,1,0,1,2,1,0,0.5
"38051",23,23,10,10,0.666666666666667,1,4,4,6,6,2,2,6,6,1,0.5
"38052",7,10,5,6,0.833333333333333,0.7,1,1,5,4,0,0,4,4,0,1
"38053",20,21,7,11,0.0588235294117647,0.952380952380952,4,4,3,7,2,3,3,6,0,0
"38054",13,10,8,7,0.666666666666667,0.769230769230769,1,1,6,4,1,1,5,4,1,0.8
"38055",10,8,5,4,0.8,0.8,1,1,4,3,0,0,4,3,0,0.75
"38056",5,4,4,3,0.4,0.8,3,3,2,1,1,1,2,1,1,0
"38057",6,8,2,3,0.25,0.75,2,2,1,2,1,1,1,1,1,0
"38058",8,11,6,6,0.2,0.727272727272727,1,2,4,2,1,1,3,2,1,0
"38059",28,11,14,6,0.111111111111111,0.392857142857143,2,1,10,5,0,0,10,5,0,0.0714285714285714
"38060",8,10,5,6,0.1,0.8,1,3,3,3,1,2,3,3,0,0.2
"38061",9,8,5,4,0.285714285714286,0.888888888888889,1,2,4,4,0,1,4,3,0,0.4
"38062",10,10,5,5,0.666666666666667,1,1,1,5,5,0,0,4,4,0,1
"38063",9,11,4,5,0.285714285714286,0.818181818181818,3,1,3,4,1,0,3,4,0,0.166666666666667
"38064",10,14,7,8,0,0.714285714285714,1,4,4,3,1,3,4,3,0,0
"38065",15,20,10,12,0.294117647058824,0.75,2,2,5,7,2,2,5,7,0.333333333333333,0.333333333333333
"38066",7,12,6,4,0.25,0.583333333333333,1,4,4,1,1,2,3,1,0,0.333333333333333
"38067",8,6,3,3,1,0.75,1,1,2,2,0,0,2,2,0,1
"38068",10,6,7,3,0.25,0.6,2,2,3,2,2,1,3,2,0.5,0.25
"38069",9,8,6,5,0.833333333333333,0.888888888888889,1,1,3,2,1,1,3,2,1,0.666666666666667
"38070",15,15,6,6,0.714285714285714,1,3,3,5,5,1,1,5,5,1,0.666666666666667
"38071",10,11,6,5,0.571428571428571,0.909090909090909,2,3,4,3,2,2,3,2,0.333333333333333,0.666666666666667
"38072",24,16,10,9,0.117647058823529,0.666666666666667,5,2,7,5,3,2,7,5,0,0.2
"38073",7,6,6,5,0,0.857142857142857,1,2,2,2,1,1,2,2,0,0
"38074",6,5,4,4,1,0.833333333333333,1,1,1,1,1,1,0,0,1,0
"38075",11,11,4,5,0.285714285714286,1,1,1,3,3,0,0,3,3,0,0.2
"38076",11,24,5,16,0,0.458333333333333,3,3,1,7,1,2,1,7,0,0
"38077",13,8,6,5,0,0.615384615384615,2,1,4,5,0,0,4,4,0,0
"38078",10,14,3,7,0,0.714285714285714,2,2,3,5,0,1,3,5,0,0
"38079",9,16,5,6,0.222222222222222,0.5625,4,3,2,3,2,1,2,3,0,0.666666666666667
"38080",8,6,6,4,0.428571428571429,0.75,1,1,3,2,1,1,2,1,1,0.5
"38081",7,7,5,5,0.666666666666667,1,2,2,4,3,1,1,4,3,0,0.75
"38082",7,8,4,4,0.333333333333333,0.875,1,1,4,3,1,0,3,3,0,0.2
"38083",17,10,11,4,0,0.588235294117647,2,2,3,4,1,0,3,3,0,0
"38084",37,47,20,20,0.142857142857143,0.787234042553192,4,8,9,11,3,5,8,10,0.142857142857143,0.125
"38085",5,5,3,2,0.666666666666667,1,2,1,1,1,1,0,1,1,0,1
"38086",8,12,4,5,0.125,0.666666666666667,2,3,4,3,1,1,3,3,0,0.2
"38087",10,10,5,7,0.2,1,1,1,4,4,0,1,4,4,0,0.333333333333333
"38088",9,14,5,5,0.428571428571429,0.642857142857143,2,3,3,4,1,1,3,3,1,0.2
"38089",8,8,4,4,0.6,1,2,2,4,3,1,1,3,3,1,0.5
"38090",11,9,3,3,1,0.818181818181818,3,3,1,1,2,2,1,1,1,1
"38091",19,15,9,10,0.266666666666667,0.789473684210526,1,3,8,6,0,2,7,5,0,0.333333333333333
"38092",15,16,7,7,0.75,0.9375,4,4,3,3,3,3,3,3,1,0.5
"38093",8,8,3,3,1,1,2,2,3,3,0,0,2,2,0,1
"38094",10,15,6,8,0.166666666666667,0.666666666666667,2,3,4,3,1,2,4,3,0,0.4
"38095",13,10,7,7,0.272727272727273,0.769230769230769,2,2,7,5,1,2,6,4,0,0.428571428571429
"38096",7,7,3,3,0.2,1,1,1,2,1,0,0,1,1,0,0
"38097",6,8,3,5,0.333333333333333,0.75,1,1,1,3,0,1,1,3,0,0.333333333333333
"38098",30,25,17,17,0.259259259259259,0.833333333333333,4,2,9,10,3,2,8,10,0.25,0.2
"38099",13,25,6,11,0.214285714285714,0.52,2,4,5,5,1,3,4,5,0.333333333333333,0.125
"38100",10,11,6,6,0.714285714285714,0.909090909090909,3,3,1,1,2,2,1,1,1,0
"38101",10,9,4,4,0.142857142857143,0.9,3,2,2,1,2,1,1,1,0,1
"38102",22,16,9,6,0.153846153846154,0.727272727272727,5,3,6,4,3,2,5,4,0.25,0.125
"38103",31,27,13,13,0.3,0.870967741935484,7,6,8,5,4,4,7,5,0.333333333333333,0.2
"38104",8,6,3,3,0.5,0.75,1,1,2,3,0,0,2,2,0,0.333333333333333
"38105",12,1,5,1,0,0.0833333333333333,4,1,2,1,2,1,2,1,0,0
"38106",11,11,7,6,0.444444444444444,1,2,1,4,4,2,1,4,4,0,0.6
"38107",10,5,3,2,0.25,0.5,1,1,3,2,0,0,2,1,0,0
"38108",10,7,6,5,0,0.7,1,5,5,1,0,4,4,1,0,0.25
"38109",16,12,8,6,0.555555555555556,0.75,3,3,4,3,3,3,4,3,0.5,0.75
"38110",5,7,2,4,0.5,0.714285714285714,2,1,1,2,1,1,1,2,1,0.5
"38111",8,10,4,5,0.5,0.8,2,2,3,4,1,1,2,3,1,0.666666666666667
"38112",11,10,7,7,0.75,0.909090909090909,1,1,3,3,1,1,2,2,1,0.333333333333333
"38113",13,12,7,6,0.444444444444444,0.923076923076923,3,3,4,4,3,2,3,3,0.666666666666667,0.2
"38114",9,9,7,6,0.3,1,2,1,4,6,1,1,4,5,0,0.125
"38115",10,18,7,8,0.153846153846154,0.555555555555556,2,2,4,6,1,1,3,5,0,0.333333333333333
"38116",11,20,8,12,0.25,0.55,1,3,4,7,1,2,4,7,0,0.222222222222222
"38117",15,8,7,5,0.2,0.533333333333333,2,1,8,2,0,1,7,2,0,0.125
"38118",4,7,2,3,0.666666666666667,0.571428571428571,2,2,1,1,1,1,1,1,1,0
"38119",18,24,10,10,0.111111111111111,0.75,3,3,6,5,2,2,5,5,0,0.111111111111111
"38120",13,13,8,7,0.25,1,2,2,5,4,0,0,5,4,0,0.285714285714286
"38121",6,6,3,3,0.2,1,1,1,4,4,0,0,3,3,0,0.2
"38122",10,11,5,6,0.375,0.909090909090909,2,2,3,3,1,1,3,2,1,0.25
"38123",7,8,3,4,0.75,0.875,2,2,2,2,2,2,1,1,1,1
"38124",7,8,3,3,1,0.875,1,2,3,2,0,0,2,2,0,1
"38125",15,19,6,6,0.5,0.789473684210526,4,3,2,3,3,2,2,3,0.25,0.666666666666667
"38126",9,5,7,4,0.1,0.555555555555556,3,1,5,3,2,0,4,3,0,0.166666666666667
"38127",5,4,2,2,0.333333333333333,0.8,2,1,1,1,1,0,1,1,0,0
"38128",8,12,4,4,0.142857142857143,0.666666666666667,2,2,2,3,1,1,2,3,1,0
"38129",9,11,5,4,0,0.818181818181818,1,1,4,3,0,0,4,3,0,0
"38130",12,6,4,5,0.285714285714286,0.5,2,1,2,2,1,1,2,2,1,0.333333333333333
"38131",10,8,6,3,0.285714285714286,0.8,3,1,2,2,2,1,2,2,0,1
"38132",11,4,5,3,0.6,0.363636363636364,1,1,5,3,0,0,4,2,0,0.5
"38133",10,10,5,5,0.25,1,5,2,2,2,3,2,2,1,0.25,0
"38134",18,11,11,6,0.133333333333333,0.611111111111111,1,1,8,4,1,0,8,4,0,0.2
"38135",4,7,2,3,0.25,0.571428571428571,1,1,3,2,1,1,2,2,1,0.333333333333333
"38136",34,27,21,14,0.09375,0.794117647058823,6,7,9,8,5,5,9,7,0,0.142857142857143
"38137",8,10,5,5,0.25,0.8,1,2,3,3,0,1,2,3,0,0.25
"38138",9,12,3,7,0.25,0.75,1,1,5,7,0,0,3,6,0,0.285714285714286
"38139",10,9,5,4,0.8,0.9,2,3,2,2,1,2,1,1,0.5,1
"38140",6,13,2,6,0,0.461538461538462,1,6,2,3,0,4,2,2,0,0
"38141",20,21,10,11,0.75,0.952380952380952,3,3,6,7,2,2,6,7,1,0.625
"38142",12,18,6,8,0.4,0.666666666666667,3,3,3,3,2,1,3,3,0.5,0.5
"38143",6,5,2,1,0.5,0.833333333333333,2,2,2,2,0,0,1,1,0,1
"38144",3,14,3,9,0,0.214285714285714,1,2,4,5,1,1,3,5,0,0
"38145",9,10,4,4,0,0.9,1,2,2,3,0,1,2,3,0,0
"38146",12,16,5,8,0,0.75,3,1,2,5,1,0,2,4,0,0
"38147",14,11,7,5,0.2,0.785714285714286,2,2,5,4,1,0,5,4,0,0.285714285714286
"38148",10,27,6,11,0.133333333333333,0.37037037037037,2,8,5,7,1,4,4,7,0,0.222222222222222
"38149",7,7,4,3,0.75,1,1,1,2,2,1,0,1,1,0,1
"38150",8,8,3,3,1,1,2,2,1,1,1,1,1,1,1,1
"38151",5,5,3,2,0.25,1,1,1,3,2,1,0,2,1,0,0.5
"38152",9,12,5,7,0.5,0.75,2,2,2,3,1,1,2,3,1,0.666666666666667
"38153",11,10,6,5,0.833333333333333,0.909090909090909,1,1,4,4,0,0,4,4,0,1
"38154",16,14,10,9,0.266666666666667,0.875,2,2,6,3,1,1,5,3,0,0.333333333333333
"38155",13,7,5,4,0,0.538461538461538,3,1,4,2,1,1,4,1,0,0
"38156",7,3,4,3,0.4,0.428571428571429,1,1,2,2,0,1,2,2,0,1
"38157",8,7,2,2,1,0.875,2,1,1,1,0,0,1,1,0,1
"38158",8,11,5,5,0.111111111111111,0.727272727272727,1,3,4,2,1,2,3,2,0,0.25
"38159",18,7,9,5,0.0769230769230769,0.388888888888889,7,3,1,3,7,2,1,2,0.125,0
"38160",7,7,5,5,0.666666666666667,1,1,1,3,4,1,1,3,3,1,0.5
"38161",9,8,4,4,0.6,0.888888888888889,3,2,2,1,2,2,2,1,1,0.5
"38162",17,7,7,5,0,0.411764705882353,4,2,2,3,2,2,2,2,0,0
"38163",7,6,4,5,0.125,0.857142857142857,2,1,3,3,1,1,3,3,0,0.2
"38164",6,7,4,5,0.285714285714286,0.857142857142857,1,2,4,3,0,1,4,2,0,0.2
"38165",21,20,13,12,0.923076923076923,0.952380952380952,1,1,9,9,0,0,8,8,0,1
"38166",24,38,10,16,0.130434782608696,0.631578947368421,3,7,7,8,0,4,6,8,0,0.166666666666667
"38167",17,18,11,12,0.4375,0.944444444444444,2,4,7,7,1,2,6,6,0,0.5
"38168",3,6,1,2,0,0.5,1,1,1,3,0,0,1,2,0,0
"38169",5,5,3,3,1,1,1,1,2,1,1,1,1,1,1,1
"38170",23,21,12,12,0.0909090909090909,0.91304347826087,3,4,8,5,3,3,8,5,0,0.181818181818182
"38171",4,5,4,3,0.166666666666667,0.8,1,2,2,2,1,0,2,2,0,0.333333333333333
"38172",8,9,3,3,0.5,0.888888888888889,3,2,2,2,2,1,1,1,0.5,0
"38173",10,9,5,4,0.8,0.9,3,3,5,4,0,0,4,4,0,1
"38174",9,10,4,4,0.6,0.9,2,2,3,3,1,1,3,3,1,0.5
"38175",12,4,6,4,0,0.333333333333333,1,1,3,4,1,1,3,3,0,0
"38176",10,12,5,7,0.5,0.833333333333333,1,1,6,8,0,0,5,7,0,0.5
"38177",8,13,4,8,0.2,0.615384615384615,2,4,1,3,1,2,1,3,0.5,0.333333333333333
"38178",11,12,5,5,0.666666666666667,0.916666666666667,1,1,5,5,0,0,4,4,0,1
"38179",13,10,5,6,0.222222222222222,0.769230769230769,1,2,4,1,0,2,3,1,0,0
"38180",9,7,5,3,0.6,0.777777777777778,1,1,3,3,1,0,2,2,0,1
"38181",4,5,3,4,0.75,0.8,1,1,1,1,0,0,1,1,0,1
"38182",18,18,11,12,0.210526315789474,1,3,3,6,6,2,3,6,5,0.25,0
"38183",9,8,3,4,0.4,0.888888888888889,2,3,1,1,0,0,1,1,0,1
"38184",8,7,4,5,0.285714285714286,0.875,1,1,3,3,0,1,2,3,0,0
